Name,Precision,Recall,F1,Energy_Used,PCT_Covered,PCT_Spotted
uav1,0.1206896551724138,0.7,0.2058823529411765,916.4816951751709,0.49448302210192324,0.6666666666666666
uav2,0.05357142857142857,1.0,0.10169491525423728,1294.803433418274,0.560162077280867,0.6666666666666666
Total,0.08771929824561403,0.7692307692307693,0.15748031496062992,2211.285128593445,0.9478534859365965,0.6666666666666666
